,Dzień Znalezienia,Numer Pociągu,Relacja Pociągu,Stacja Znalezienia,Rodzaj Rzeczy
6441,2024-08-02,18130,Warszawa Zach. - Kołobrzeg,Gdynia Główna,Artykuły Spożywcze
6442,2024-08-02,16106,Białystok - Wrocław Gł.,Małkinia,Sprzęt Sportowy
6443,2024-08-02,26100,Lublin Gł. - Wrocław Gł.,Wrocław Główny,Walizka / Plecak
6444,2024-08-02,606,Olsztyn Gł. - Giżycko,Kętrzyn,Saszetka / Nerka
6445,2024-08-02,13100,Warszawa Wschonia -Kraków Główny,Kraków Główny,Artykuły Biurowe
6446,2024-08-02,1104,Terespol-Lodz Fabryczna,Łódź Kaliska,Dokument/Y
6447,2024-08-02,16106,Białystok - Wrocław Gł.,Wrocław Główny,Reklamówka / Torba
6448,2024-08-02,16106,Białystok - Wrocław Gł.,Wrocław Główny,Ubranie
6449,2024-08-01,3512,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Sprzęt Elektroniczny
6450,2024-08-01,2700,Lublin Gł. - Żary,Żary,Książka
6451,2024-08-01,62100,Wrocław Gł. - Lublin Gł.,Pionki Zachodnie,Ubranie
6452,2024-08-01,88101,Piła Gł. - Gorzów Wlkp.,Trzcianka,Sprzęt Elektroniczny
6453,2024-08-01,65104,Wrocław Gł. - Olsztyn Gł.,Wrocław Mikołajów,Artykuły Dziecięce
6454,2024-08-01,115,Praha Hl. N. - Przemyśl Gł.,Czechowice-Dziedzice,Walizka / Plecak
6455,2024-08-01,57100,Olsztyn Gł. - Zielona Góra Gł.,Zielona Góra Główna,Artykuły Spożywcze
6456,2024-08-01,57100,Olsztyn Gł. - Zielona Góra Gł.,Zielona Góra Główna,Reklamówka / Torba
6457,2024-08-01,48150,Katowice - Ustka,Ustka,Reklamówka / Torba
6458,2024-08-01,83191,Kołobrzeg-Kraków,Kraków Główny,Rzeczy Osobiste
6459,2024-08-01,57108,Gdynia Gł. - Zielona Góra Gł.,Zielona Góra Główna,Rzeczy Osobiste
6460,2024-08-01,3554,Przemyśl Gł. - Hel,Pyskowice,Walizka / Plecak
6461,2024-08-01,21102,Lublin Gł. - Warszawa Zach.,Warszawa Zachodnia,Sprzęt Elektroniczny
6462,2024-07-31,3500,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
6463,2024-07-31,74100,Poznań Gł. - Katowice,Katowice,Reklamówka / Torba
6464,2024-07-31,3800,Kraków Gł. - Kołobrzeg,Słupsk,Książka
6465,2024-07-31,12104,Warszawa Wschodnia- Lublin Gł,Lublin Główny,Artykuły Dziecięce
6466,2024-07-31,88101,Piła Gł. - Gorzów Wlkp.,Gorzów Wielkopolski,Reklamówka / Torba
6467,2024-07-31,73102,Poznań Główny - Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
6468,2024-07-31,57106,Gdynia Gł. - Poznań Gł.,Gdynia Główna,Ubranie
6469,2024-07-31,608,Olsztyn Gł. - Giżycko,Giżycko,Sprzęt Elektroniczny
6470,2024-07-31,3508,Rzeszów Główny - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
6471,2024-07-27,5312,Gdynia - Kraków,Kraków Główny,Walizka / Plecak
6472,2024-07-30,81114,Kołobrzeg-Łódź Fabryczna,Łódź Kaliska,Portfel
6473,2024-07-30,85102,Szczecin Gł. - Olsztyn Gł.,Gdańsk Główny,Sprzęt Elektroniczny
6474,2024-07-30,11104/5,Warszawa Zachodnia - Terespol,Terespol,Walizka / Plecak
6475,2024-07-30,5326,Olsztyn-Kraków,Kraków Główny,Sprzęt Turystyczny
6476,2024-07-30,38106,Kraków Gł. - Piła Gł.,Jastrowie,Etui
6477,2024-07-30,81100,Świnoujście - Warszawa Gdańska,Dobiegniew,Rzeczy Osobiste
6478,2024-07-26,1306,Warszawa-Kraków,Kraków Główny,Sprzęt Elektroniczny
6479,2024-07-30,27102,Lublin-Poznań,Poznań Główny,Sprzęt Sportowy
6480,2024-07-30,87100,Gorzów Wlkp. - Zbąszynek,Gorzów Wielkopolski,Walizka / Plecak
6481,2024-07-30,107,Przemyśl Gł. - Graz Hbf,Czechowice-Dziedzice,Walizka / Plecak
6482,2024-07-30,5620,Ełk - Wrocław Gł.,Wrocław Główny,Ubranie
6483,2024-07-29,37104,Przemyśl Gł. - Zielona Góra Gł.,Zielona Góra Główna,Artykuły Biurowe
6484,2024-07-29,85102,Szczecin Gł. - Olsztyn Gł.,Olsztyn Główny,Sprzęt Elektroniczny
6485,2024-07-29,6122,Wrocław Gł. - Warszawa Wsch.,Warszawa Wschodnia,Walizka / Plecak
6486,2024-07-29,1530,Warszawa Zach. - Bydgoszcz Gł.,Jabłonowo Pomorskie,Ubranie
6487,2024-07-29,18114,Łódź Fabryczna - Kołobrzeg,Kołobrzeg,Ubranie
6488,2024-07-29,85106,Szczecin - Olsztyn,Olsztyn Główny,Artykuły Muzyczne
6489,2024-07-29,1624,Białystok - Wrocław Gł.,Lubliniec,Ubranie
6490,2024-07-29,17100,Warszawa Wsch. - Zielona Góra Gł.,Zielona Góra Główna,Dokument/Y
6491,2024-07-26,36100,Kraków Gł. - Wrocław Gł.,Wrocław Główny,Etui
6492,2024-07-29,8300,Kołobrzeg - Kraków Gł.,Kraków Główny,Walizka / Plecak
6493,2024-07-28,86100,Kołobrzeg - Wrocław Gł.,Wrocław Główny,Artykuły Dziecięce
6494,2024-07-28,65102,Wrocław - Olsztyn,Olsztyn Główny,Portfel
6495,2024-07-29,48150,Katowice - Ustka,Chodzież,Dokument/Y
6496,2024-07-28,KIBICE,Łodź-Poznań,Poznań Główny,Sprzęt Agd
6497,2024-07-29,82103,Szczecin Gł. -Lublin Gł.,Lublin Główny,Parasol
6498,2024-07-28,16106,Białystok - Wrocław Gł.,Wrocław Główny,Rzeczy Osobiste
6499,2024-07-28,16106,Białystok - Wrocław Gł.,Wrocław Główny,Walizka / Plecak
6500,2024-07-28,6150,Szklarska Por.G. - Warszawa Gdańska,Warszawa Gdańska,Ubranie
6501,2024-07-28,3502,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Reklamówka / Torba
6502,2024-07-28,16104,Białystok - Wrocław Gł.,Wrocław Główny,Ubranie
6503,2024-07-28,57150,Gdynia Gł. - Poznań Gł.,Gdynia Główna,Parasol
6504,2024-07-28,117,Praha-Vršovice - Warszawa Gdańska,Rybnik,Telefon
6505,2024-07-26,73102,Poznań - Kraków,Kraków Główny,Sprzęt Elektroniczny
6506,2024-07-28,60151,Wrocław Gł. - Kudowa-Zdrój,Kamieniec Ząbkowicki,Dokument/Y
6507,2024-07-28,53103,Gdynia Gł. - Zakopane,Opoczno Południe,Ubranie
6508,2024-07-28,30160,Kraków Gł. - Łupków,Łupków,Rzeczy Osobiste
6509,2024-07-28,30160,Kraków Gł. - Łupków,Łupków,Ubranie
6510,2024-07-28,8300,Kołobrzeg - Kraków Gł.,Kołobrzeg,Artykuły Muzyczne
6511,2024-07-28,5700,,Poznań Główny,Dokument/Y
6512,2024-07-28,83192,Szczecin Gł. - Zakopane,Lubliniec,Walizka / Plecak
6513,2024-07-27,86154,Kołobrzeg - Wrocław Gł.,Wrocław Główny,Walizka / Plecak
6514,2024-07-27,17102,Warszawa Wsch. - Zielona Góra Gł.,Poznań Główny,Kosztowności
6515,2024-07-27,3502,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
6516,2024-07-27,4502,Gliwice - Gdynia Gł.,Gdynia Główna,Sprzęt Elektroniczny
6517,2024-07-26,8306,Kołobrzeg - Kraków Główny,Kraków Główny,Telefon
6518,2024-07-27,5324,Olsztyn Gł. - Kraków Gł.,Radom Główny,Reklamówka / Torba
6519,2024-07-27,1906,Warszawa Wsch. - Łódź Fabryczna,Warszawa Wschodnia,Sprzęt Elektroniczny
6520,2024-07-27,1350,Warszawa Wsch. - Zakopane,Jordanów,Telefon
6521,2024-07-15,84150,Ustka-Katowice,Katowice Zawodzie,Reklamówka / Torba
6522,2024-07-26,3554,Przemyśl-Hel,Hel,Walizka / Plecak
6523,2024-07-26,75108,Zielona Góra Gł. - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
6524,2024-07-26,3532,Rzeszów Główny - Bydgoszcz Gł.,Łowicz Główny,Portfel
6525,2024-07-26,5406,Gdynia Gł. - Bielsko-Biała Gł.,Włoszczowa Północ,Sprzęt Elektroniczny
6526,2024-07-26,108,Wien Hbf - Gdynia Gł.,Sopot,Ubranie
6527,2024-07-26,5402,Gdynia Gł. - Bielsko-Biała Gł.,Bielsko-Biała Główna,Ubranie
6528,2024-07-26,27102,Lublin Gł. - Poznań Gł.,Poznań Główny,Sprzęt Turystyczny
6529,2024-07-26,8305,Szczecin -Przemyśl,Przemyśl Główny,Walizka / Plecak
6530,2024-07-24,36100,Kraków Gł. - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
6531,2024-07-26,4520,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
6532,2024-07-26,15150,Warszawa Zach. - Łeba,Lębork,Reklamówka / Torba
6533,2024-07-26,6504,Wrocław Gł. - Gdynia Gł.,Gdynia Główna,Ubranie
6534,2024-07-26,35150,Zakopane - Bydgoszcz Gł.,Zakopane,Sprzęt Elektroniczny
6535,2024-07-26,83192,Szczecin Gł. - Zakopane,Zakopane,Reklamówka / Torba
6536,2024-07-25,5700,Poznan,Poznań Główny,Dokument/Y
6537,2024-07-26,83192,Szczecin Gł. - Zakopane,Zakopane,Rzeczy Osobiste
6538,2024-07-25,8304,Szczecin Gł. - Przemyśl Gł.,Przemyśl Główny,Ubranie
6539,2024-07-24,5334,Bydgoszcz-Kraków,Kraków Główny,Ubranie
6540,2024-07-25,5302,Gdynia Gł. - Kraków Gł.,Kraków Główny,Walizka / Plecak
6541,2024-07-25,71102,Zielona Góra Gł. - Warszawa Wsch.,Babiak,Dokument/Y
6542,2024-07-24,1220,Warszawa Wsch. - Kielce Główne,Kielce Główne,Ubranie
6543,2024-07-24,3500,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Kosztowności
6544,2024-07-24,35105,Zakopane - Gdynia Gł.,Ciechanów,Etui
6545,2024-07-24,81100,Świnoujście - Warszawa Gdańska,Międzyzdroje,Artykuły Medyczne
6546,2024-07-22,5304,Gdynia - Kraków,Kraków Główny,Ubranie
6547,2024-07-21,5334,Bydgoszcz - Kraków,Kraków Główny,Sprzęt Turystyczny
6548,2024-07-24,6302,Wrocław Gł. - Przemyśl Gł.,Dębica,Parasol
6549,2024-07-24,5302,Gdynia Gł. - Kraków Gł.,Kraków Główny,Sprzęt Elektroniczny
6550,2024-07-20,5604,,Wrocław Główny,Sprzęt Turystyczny
6551,2024-07-21,56102,,Wrocław Główny,Dokument/Y
6552,2024-07-23,1600,,Wrocław Główny,Dokument/Y
6553,2024-07-21,5604,,Wrocław Główny,Rzeczy Osobiste
6554,2024-07-22,86100,,Wrocław Główny,Dokument/Y
6555,2024-07-21,16102,,Wrocław Główny,Sprzęt Elektroniczny
6556,2024-07-24,37102,Kraków - Poznań,Poznań Główny,Telefon
6557,2024-07-23,78103,Zbąszynek - Gorzów Wlkp.,Gorzów Wielkopolski,Sprzęt Elektroniczny
6558,2024-07-23,8306,Kołobrzeg - Kraków Gł.,Katowice,Walizka / Plecak
6559,2024-07-23,4502,Gliwice - Gdynia Gł.,Gdynia Główna,Dokument/Y
6560,2024-07-23,57106,Gdynia Gł. - Poznań Gł.,Bydgoszcz Główna,Telefon
6561,2024-07-23,75108,Zielona Góra Gł. - Gdynia Gł.,Zielona Góra Główna,Rzeczy Osobiste
6562,2024-07-23,25150,Dorohusk - Hel,Sopot,Ubranie
6563,2024-07-23,213,Bohumin - Kraków Gł.,Kraków Główny,Sprzęt Sportowy
6564,2024-07-23,6504,Wrocław Gł. - Gdynia Gł.,Gdynia Główna,Sprzęt Turystyczny
6565,2024-07-23,57100,Olsztyn Gł. - Zielona Góra Gł.,Toruń Główny,Walizka / Plecak
6566,2024-07-22,27102,,Poznań Główny,Portfel
6567,2024-07-22,82102,Szczecin Gł. - Lublin Gł.,Lublin Główny,Obuwie
6568,2024-07-22,57106,,Poznań Główny,Walizka / Plecak
6569,2024-07-22,15102,Warszawa Zach. - Gdynia Gł.,Gdynia Główna,Ubranie
6570,2024-07-22,8306,Kołobrzeg - Kraków Gł.,Opole Główne,Ubranie
6571,2024-07-22,72102,Poznań Gł. - Lublin Gł.,Pionki Zachodnie,Reklamówka / Torba
6572,2024-07-22,18114,Łódź Fabryczna - Kołobrzeg,Koszalin,Etui
6573,2024-07-22,57100,Olsztyn Gł. - Zielona Góra Gł.,Zielona Góra Główna,Ubranie
6574,2024-07-22,57100,Olsztyn Gł. - Zielona Góra Gł.,Zielona Góra Główna,Telefon
6575,2024-07-19,82102,Lublin - Szczecin,Szczecin Główny,Dokument/Y
6576,2024-07-17,5363,Gdańsk-Przemyśl Gł,Przemyśl Główny,Rzeczy Osobiste
6577,2024-07-22,57108,Gdynia Gł. - Zielona Góra Gł.,Babimost,Kosztowności
6578,2024-07-15,82100,Szczecin Gł-Lublin,Lublin,Sprzęt Turystyczny
6579,2024-07-22,1622,Białystok - Wrocław Gł.,Koluszki,Rzeczy Osobiste
6580,2024-07-14,26100,,Wrocław Główny,Artykuły Medyczne
6581,2024-07-22,56102,,Wrocław Główny,Dokument/Y
6582,2024-07-14,16104,,Wrocław Główny,Dokument/Y
6583,2024-07-22,35172,Kraków Gł. - Hel,Hel,Rzeczy Osobiste
6584,2024-07-14,5604,,Wrocław Główny,Książka
6585,2024-07-21,1602,,Jelenia Góra,Sprzęt Elektroniczny
6586,2024-07-22,5420,,Gdynia-Bielsko-Biała,Telefon
6587,2024-07-22,56150,Gdynia Gł. - Wrocław Gł.,Wrocław Główny,Sprzęt Sportowy
6588,2024-07-21,68102,Wrocław Gł. - Słupsk,Koszalin,Pieniądze
6589,2024-07-21,3512,Kraków Gł. - Gdynia Gł.,Mogilno,Dokument/Y
6590,2024-07-21,35171,Zakopane - Gdynia Gł.,Zakopane,Ubranie
6591,2024-07-21,75124,Poznań Gł. - Gdynia Gł.,Gdynia Główna,Portfel
6592,2024-07-21,8320,Szczecin Główny - Kraków Główny,Kraków Główny,Dokument/Y
6593,2024-07-21,3562,Przemyśl Gł. - Gdynia Gł.,Gdynia Główna,Książka
6594,2024-07-21,57108,Gdynia Gł. - Zielona Góra Gł.,Zielona Góra Główna,Etui
6595,2024-07-21,1540,Warszawa Zach. - Hel,Jastarnia,Sprzęt Elektroniczny
6596,2024-07-21,1540,Warszawa Zach. - Hel,Władysławowo,Etui
6597,2024-07-21,3722,Kraków Gł. - Poznań Gł.,Poznań Główny,Walizka / Plecak
6598,2024-07-21,78172,Poznań Gł. - Ustka,Ustka,Telefon
6599,2024-07-13,38170,Kraków Gł - Kołobrzeg,Ustronie,Dokument/Y
6600,2024-07-21,3512,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
6601,2024-07-21,83192,Szczecin Gł. - Zakopane,Czechowice-Dziedzice,Portfel
6602,2024-07-20,59,Berlin Gesundbrunnen - Gdynia Gł.,Gdynia Główna,Telefon
6603,2024-07-20,1602,Warszawa Wsch. - Jelenia Góra,Warszawa Zachodnia,Dokument/Y
6604,2024-07-20,6502,Wrocław Gł. - Gdynia Gł.,Gdynia Główna,Sprzęt Turystyczny
6605,2024-07-20,6502,Wrocław Gł. - Gdynia Gł.,Gdynia Główna,Ubranie
6606,2024-07-20,5312,Gdynia Gł. - Kraków Gł.,Oława,Książka
6607,2024-07-20,7300,Poznań Główny -Przemyśl Główny,Kraków Główny,Sprzęt Elektroniczny
6608,2024-07-20,3512,Kraków Gł. - Gdynia Gł.,Bydgoszcz Główna,Portfel
6609,2024-07-19,27100,Lublin Gł. - Zielona Góra Gł.,Międzyrzecz,Artykuły Spożywcze
6610,2024-07-19,5354,Hel - Przemyśl Gł.,Przemyśl Główny,Walizka / Plecak
6611,2024-07-19,5326,Olsztyn Gł. - Kraków Gł.,Kraków Główny,Walizka / Plecak
6612,2024-07-19,1115,Warszawa,Terespol,Telefon
6613,2024-07-19,1622,Białystok - Wrocław Gł.,Koluszki,Telefon
6614,2024-07-18,3500,Kraków Gł. - Gdynia Gł.,Iława Główna,Sprzęt Elektroniczny
6615,2024-07-18,27100,Lublin Gł. - Zielona Góra Gł.,Słupca,Kosztowności
6616,2024-07-17,7320,Poznań Główny -Kraków Główny,Kraków Główny,Ubranie
6617,2024-07-18,5322,Olsztyn Gł. - Kraków Gł.,Miechów,Walizka / Plecak
6618,2024-07-18,57100,Olsztyn Gł. - Zielona Góra Gł.,Opalenica,Sprzęt Elektroniczny
6619,2024-07-18,28100,Lublin Gł. - Szczecin Gł.,Włocławek,Rzeczy Osobiste
6620,2024-07-16,83170,Kołobrzeg-Kraków,Gdynia Leszczynki,Ubranie
6621,2024-07-17,6120,Wrocław Gł. - Warszawa Wsch.,Skierniewice,Etui
6622,2024-07-17,1602,Warszawa Wsch. - Jelenia Góra,Wrocław Główny,Etui
6623,2024-07-17,108,Wien Hbf - Gdynia Gł.,Gdynia Główna,Artykuły Dziecięce
6624,2024-07-16,53172,Hel - Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
6625,2024-07-17,17100,Warszawa Wsch. - Zielona Góra Gł.,Zielona Góra Główna,Sprzęt Elektroniczny
6626,2024-07-17,17100,Warszawa Wsch. - Zielona Góra Gł.,Zielona Góra Główna,Ubranie
6627,2024-07-17,1350,Warszawa Wsch. - Zakopane,Nowy Targ,Obuwie
6628,2024-07-17,8320,Szczecin Gł. - Kraków Gł.,Środa Wielkopolska,Etui
6629,2024-07-17,35102,Zakopane - Gdynia Gł.,Zakopane,Portfel
6630,2024-07-17,85100,Szczecin Gł. - Gdańsk Gł.,Gdańsk Główny,Portfel
6631,2024-07-16,6520,Wrocław Gł. - Ełk,Ełk,Walizka / Plecak
6632,2024-07-16,3600,Przemyśl Gł. - Wrocław Gł.,Wrocław Główny,Książka
6633,2024-07-16,36102,Kraków Gł. - Jelenia Góra,Gliwice,Ubranie
6634,2024-07-15,5312,Gdynia Główna -Kraków Główny,Kraków Główny,Ubranie
6635,2024-07-16,5300,5300,Gdynia Główna-Kraków Główny,Saszetka / Nerka
6636,2024-07-16,48150,Katowice - Ustka,Żmigród,Reklamówka / Torba
6637,2024-07-16,4500,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Sprzęt Turystyczny
6638,2024-07-15,17102,Warszawa Wsch. - Zielona Góra Gł.,Zielona Góra Główna,Reklamówka / Torba
6639,2024-07-15,57106,Gdynia Gł. - Poznań Gł.,Bydgoszcz Główna,Rzeczy Osobiste
6640,2024-07-15,18114,Łódź Fabryczna - Kołobrzeg,Iława Główna,Telefon
6641,2024-07-15,18114,Łódź Fabryczna - Kołobrzeg,Legionowo,Portfel
6642,2024-07-15,6502,Wrocław Gł. - Gdynia Gł.,Leszno,Etui
6643,2024-07-14,7322,Poznań Gł- Kraków Gł,Kraków Główny,Etui
6644,2024-07-14,48103,Bielsko B-Ustka,Słupsk,Portfel
6645,2024-07-15,22100,Stalowa Wola Rozw - Hrubieszów Miasto,Hrubieszów Miasto,Walizka / Plecak
6646,2024-07-14,13106,Warszawa Wsch. - Przemyśl Gł.,Sandomierz,Ubranie
6647,2024-07-14,7200,Żary - Lublin Gł.,Łańcut,Walizka / Plecak
6648,2024-07-14,4526,Katowice - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
6649,2024-07-14,4502,Gliwice - Gdynia Gł.,Sopot,Rzeczy Osobiste
6650,2024-07-14,57104,Gdynia Gł. - Zielona Góra Gł.,Zielona Góra Główna,Artykuły Dziecięce
6651,2024-07-13,63106,Jelenia Góra -Kraków Główny,Kraków Główny,Reklamówka / Torba
6652,2024-07-14,5400,Gdynia Gł. - Gliwice,Gliwice,Ubranie
6653,2024-07-14,3722,Kraków Gł. - Poznań Gł.,Poznań Główny,Reklamówka / Torba
6654,2024-07-14,85108,Szczecin Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
6655,2024-07-13,57102,Olsztyn-Poznań,Poznań Główny,Artykuły Medyczne
6656,2024-07-14,83100 Zamoyski,Kołobrzeg - Rzeszów,Rzeszów Główny,Telefon
6657,2024-07-14,81150,Kołobrzeg - Łódź Kaliska,Skierniewice,Walizka / Plecak
6658,2024-07-13,35105,Zakopane - Gdynia Gł.,Gdynia Główna,Artykuły Dziecięce
6659,2024-07-13,3840,Kraków Gł. - Kołobrzeg,Kołobrzeg,Reklamówka / Torba
6660,2024-07-13,81114,Kołobrzeg - Łódź Fabryczna,Łódź Widzew,Reklamówka / Torba
6661,2024-07-13,81100,Świnoujście - Warszawa Gdańska,Choszczno,Walizka / Plecak
6662,2024-07-12,83102,Świnoujście - Kraków Główny,Kraków Główny,Książka
6663,2024-07-13,5304,Gdynia-Kraków,Kraków Główny,Parasol
6664,2024-07-13,5302,Gdynia-Kraków,Kraków Główny,Parasol
6665,2024-07-13,57100,Olsztyn Gł. - Zielona Góra Gł.,Zielona Góra Główna,Sprzęt Turystyczny
6666,2024-07-13,8541,Szczecin Gł. - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
6667,2024-07-13,4508,Gliwice - Gdynia Gł.,Gdynia Główna,Artykuły Muzyczne
6668,2024-07-13,3722,Kraków Gł. - Poznań Gł.,Poznań Główny,Ubranie
6669,2024-07-12,1310,Warszawa Wschodnia - Kraków Główny,Kraków Główny,Rzeczy Osobiste
6670,2024-07-13,5302,Gdynia Gł. - Kraków Gł.,Kraków Główny,Etui
6671,2024-07-13,5600,Gdynia Gł. - Jelenia Góra,Wrocław Główny,Walizka / Plecak
6672,2024-07-08,5326,Olsztyn-Kraków,Kraków Główny,Ubranie
6673,2024-07-13,11116,Terespol - Warszawa Zach.,Warszawa Zachodnia,Reklamówka / Torba
6674,2024-07-12,3502,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Sprzęt Elektroniczny
6675,2024-07-12,3512,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
6676,2024-07-12,5354,Hel - Przemyśl Gł.,Wrocław Główny,Dokument/Y
6677,2024-06-25,45070,Bohumin -Łeba,Kraków Główny,Ubranie
6678,2024-06-25,45070,Bohumin -Łeba,Kraków Główny,Rzeczy Osobiste
6679,2024-07-12,6502,Wrocław Gł. - Gdynia Gł.,Gdynia Główna,Saszetka / Nerka
6680,2024-07-12,6102,Jelenia Góra -Warszawa Wschodnia,Warszawa Wschodnia,Saszetka / Nerka
6681,2024-07-11,57106,Gdynia - Poznań,Poznań Główny,Dokument/Y
6682,2024-07-11,57106,Gdynia - Poznań,Poznań Główny,Sprzęt Turystyczny
6683,2024-07-11,3700,Przemyśl - Poznań,Poznań Główny,Parasol
6684,2024-07-11,57106,Gdynia - Poznań,Poznań Główny,Parasol
6685,2024-07-12,17104,Warszawa Wsch. - Poznań Gł.,Poznań Główny,Ubranie
6686,2024-07-12,17104,Warszawa Wsch. - Poznań Gł.,Poznań Główny,Parasol
6687,2024-07-11,3800,Kraków Gł. - Kołobrzeg,Kołobrzeg,Sprzęt Elektroniczny
6688,2024-07-11,3554,Przemyśl Gł. - Hel,Tczew,Telefon
6689,2024-07-11,5126,Bydgoszcz Gł. - Warszawa Wsch.,Warszawa Wschodnia,Ubranie
6690,2024-07-11,8300,Kołobrzeg - Kraków Główny,Kraków Główny,Artykuły Muzyczne
6691,2024-07-11,5332,Bydgoszcz Gł. - Rzeszów Główny,Rzeszów Główny,Telefon
6692,2024-07-11,17100,Warszawa Wsch. - Zielona Góra Gł.,Zbąszyń,Telefon
6693,2024-07-10,1624,Białystok - Wrocław Gł.,Wrocław Główny,Reklamówka / Torba
6694,2024-07-10,2700,Lublin Gł. - Żary,Wrocław Główny,Ubranie
6695,2024-07-10,5326,Olsztyn Główny - Kraków Główny,Kraków Główny,Ubranie
6696,2024-07-11,57106,,Poznań Główny,Dokument/Y
6697,2024-07-10,3700,,Poznań Główny,Telefon
6698,2024-07-10,4124,Katowice - Płock,Płock,Sprzęt Elektroniczny
6699,2024-07-10,5360,Gdynia Gł. - Zakopane,Zakopane,Rzeczy Osobiste
6700,2024-07-10,35150,Zakopane - Bydgoszcz Gł.,Kościan,Reklamówka / Torba
6701,2024-07-10,3512,Kraków Gł. - Gdynia Gł.,Gniezno,Sprzęt Elektroniczny
6702,2024-07-10,3520,,Olsztyn Główny,Dokument/Y
6703,2024-07-10,48150,Katowice - Ustka,Ustka,Walizka / Plecak
6704,2024-07-10,4520,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Artykuły Muzyczne
6705,2024-07-10,37100,Kraków Gł. - Poznań Gł.,Poznań Główny,Walizka / Plecak
6706,2024-07-10,1320,Warszawa Wsch. - Zakopane,Zakopane,Sprzęt Sportowy
6707,2024-07-10,1500,Warszawa Zach. - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
6708,2024-07-10,35171,Zakopane - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
6709,2024-07-09,57104,Gdynia Gł. - Zielona Góra Gł.,Nowy Tomyśl,Ubranie
6710,2024-07-09,58100,Gdańsk Gł. - Szczecin Gł.,Koszalin,Portfel
6711,2024-07-08,4500,Bielsko Biała-Gdynia,Gdynia Grabówek,Sprzęt Elektroniczny
6712,2024-07-09,38192,Zakopane - Szczecin Gł.,Szczecin Główny,Ubranie
6713,2024-07-09,38171,Kraków Gł. - Kołobrzeg,Lębork,Saszetka / Nerka
6714,2024-07-08,88101,Piła Gł. - Gorzów Wlkp.,Gorzów Wielkopolski,Etui
6715,2024-07-08,5360,Gdynia Gł. - Zakopane,Łódź Widzew,Sprzęt Elektroniczny
6716,2024-07-08,57100,Olsztyn Gł. - Zielona Góra Gł.,Zielona Góra Główna,Walizka / Plecak
6717,2024-07-08,57100,Olsztyn Gł. - Zielona Góra Gł.,Zielona Góra Główna,Ubranie
6718,2024-07-08,1350,Warszawa Wsch. - Zakopane,Zakopane,Etui
6719,2024-07-08,75104,Zielona Góra Gł. - Gdynia Gł.,Gdynia Główna,Artykuły Muzyczne
6720,2024-07-08,1624,Białystok - Wrocław Gł.,Koluszki,Sprzęt Elektroniczny
6721,2024-07-08,1304,Warszawa Wsch. - Kraków Gł.,Kraków Główny,Rzeczy Osobiste
6722,2024-07-01,5604,Gdynia Gł. - Wrocław Gł.,Wrocław Główny,Portfel
6723,2024-07-08,27100,Lublin Gł. - Zielona Góra Gł.,Zielona Góra Główna,Książka
6724,2024-07-07,37104,Przemyśl Gł. - Zielona Góra Gł.,Nowa Sól,Reklamówka / Torba
6725,2024-07-04,13102,Warszawa Wschodnia -Kraków Główny,Kraków Główny,Ubranie
6726,2024-07-05,5320,Olsztyn Główny -Kraków Główny,Kraków Główny,Artykuły Biurowe
6727,2024-07-07,109,Gdynia Gł. - Wien Hbf,Katowice,Walizka / Plecak
6728,2024-07-07,5312,Gdynia Gł. - Kraków Gł.,Kraków Główny,Ubranie
6729,2024-07-07,3562,Przemyśl Gł. - Gdynia Gł.,Gdynia Główna,Ubranie
6730,2024-07-07,57100,Olsztyn Gł. - Zielona Góra Gł.,Zielona Góra Główna,Ubranie
6731,2024-07-07,3806,Kraków Gł. - Kołobrzeg,Szczecinek,Telefon
6732,2024-07-07,3806,Kraków Gł. - Kołobrzeg,Poznań Główny,Sprzęt Turystyczny
6733,2024-07-07,68161,Wrocław Gł. - Kołobrzeg,Piła Główna,Dokument/Y
6734,2024-07-06,3107,Kraków Gł. - Warszawa Wsch.,Warszawa Olszynka Grochowska,Saszetka / Nerka
6735,2024-07-07,3700,Przemyśl - Poznań,Poznań Główny,Dokument/Y
